Mercado Secundário de Debêntures - Gerado em 12/02/2025 11:42:23

Data	Emissor	Código do Ativo	ISIN	Quantidade	Número de Negócios	PU Mínimo	PU Médio	PU Máximo	% PU da Curva
10/2/2025	MOVIDA PARTICIPACOES S/A	MVLV19	BRMOVIDBS0W8	1285	16	1.001,164226	1.001,241922	1.003,010131	95,50
10/2/2025	NEOENERGIA S/A	NEOE16	BRNEOEDBS047	455	17	1.239,574290	1.268,343304	1.285,291334	90,37
10/2/2025	NEOENERGIA S/A	NEOE26	BRNEOEDBS054	8	3	1.006,248255	1.006,248255	1.006,248255	87,55
10/2/2025	NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A.	NMCH11	BRNMCHDBS006	12	2	944,261320	944,261320	944,261320	92,12
10/2/2025	SPE NOVO NORTE AEROPORTOS S.A.	NNAE12	BRNNAEDBS013	4018	5	1.095,124718	1.126,188713	1.155,564931	96,62
10/2/2025	NORTE ENERGIA S/A	NTEN11	BRNTENDBS005	64	12	1.162,413467	1.207,298073	1.211,848709	95,22
10/2/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD16	BRNTSDDBS063	14552	6	1.071,236259	1.071,548139	1.071,860019	101,14
10/2/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD17	BRNTSDDBS0A8	506	2	1.018,699005	1.018,724473	1.018,749941	100,18
10/2/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD26	BRNTSDDBS071	2808	2	1.075,850894	1.075,850894	1.075,850894	101,45
10/2/2025	NOVA TRANSPORTADORA DO SUDESTE S.A. – NTS	NTSD36	BRNTSDDBS089	2761	2	1.087,660234	1.087,660234	1.087,660234	102,41
10/2/2025	CONCESSIONARIA ROTA DAS BANDEIRAS S/A	ODTR11	BRODTRDBS006	30	2	19.562,656483	19.591,762526	19.620,868569	101,20
10/2/2025	SERENA GERACAO S.A.	OMGE41	BROMGEDBS036	1	1	1.296,713452	1.296,713452	1.296,713452	93,97
10/2/2025	ONCOCLINICAS DO BRASIL SERVICOS MEDICOS  S.A.	ONCOA1	BRONCODBS057	1796	57	912,813109	960,894571	971,201288	92,26
10/2/2025	ORIGEM ENERGIA S.A.	ORIG11	BR0HJ5DBS000	152	8	976,801058	1.038,907184	1.072,976278	97,47
10/2/2025	ORIGEM ENERGIA S.A.	ORIG21	BR0HJ5DBS018	11573	94	901,384580	920,517907	991,916462	90,23
10/2/2025	ORIZON MEIO AMBIENTE S.A.	ORMA15	BRORMADBS007	504	2	1.021,817731	1.021,843277	1.021,868823	101,15
10/2/2025	UNIDAS LOCACOES E SERVICOS S/A	OVSA10	BROVSADBS0E8	7900	17	1.021,399016	1.021,478636	1.021,558256	100,23
10/2/2025	UNIDAS LOCACOES E SERVICOS S/A	OVSAA9	BROVSADBS0M1	400	2	1.015,339023	1.015,415718	1.015,492413	99,46
10/2/2025	COMPANHIA PAULISTA DE FORCA E LUZ	PALFA3	BRPALFDBS0H7	5506	6	987,735976	987,911341	995,807289	91,53
10/2/2025	COMPANHIA PAULISTA DE FORCA E LUZ	PALFB3	BRPALFDBS0I5	46	4	975,151899	989,621609	1.013,711775	91,69
10/2/2025	PARANAGUA SANEAMENTO S/A	PASN12	BRPASNDBS018	18	1	719,620190	719,620190	719,620190	92,89
10/2/2025	COMPASS GAS E ENERGIA S.A	PASS12	BRPASSDBS017	20005	29	1.056,221959	1.056,585831	1.056,976601	102,15
10/2/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA11	BRPEJADBS008	1202	19	1.112,510186	1.122,853551	1.154,047534	97,70
10/2/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA12	BRPEJADBS024	32929	31	949,608410	950,149552	990,112336	90,25
10/2/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA13	BRPEJADBS040	2679	52	913,202672	941,008726	947,885408	91,03
10/2/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA22	BRPEJADBS032	2839	20	963,972524	980,020958	990,223053	91,30
10/2/2025	PETRO RIO JAGUAR PETROLEO S.A.	PEJA23	BRPEJADBS057	627	10	952,977825	974,888125	1.007,917319	92,44
10/2/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR16	BRPETRDBS001	1675	19	1.349,366019	1.355,134329	1.364,371994	96,95
10/2/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR17	BRPETRDBS0B4	1464	11	1.159,453380	1.179,144298	1.215,840189	85,25
10/2/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR26	BRPETRDBS092	1478	44	1.221,463528	1.260,349921	1.282,008511	90,15
10/2/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR27	BRPETRDBS0C2	660	20	1.025,143050	1.041,408016	1.111,265803	75,21
10/2/2025	PETROLEO BRASILEIRO S/A - PETROBRAS	PETR36	BRPETRDBS0A6	2	2	511,025293	511,645443	512,265592	101,42
10/2/2025	AUTOPISTA LITORAL SUL S/A.	PLSB1A	BRAPLSDBS020	1274	21	1.085,091795	1.106,903817	1.136,748832	91,66
10/2/2025	POTENGI HOLDINGS S.A.	POTE11	BRPOTEDBS008	10	1	986,542538	986,542538	986,542538	92,67
10/2/2025	POTENGI HOLDINGS S.A.	POTE12	BRPOTEDBS016	2090	5	93,195003	93,195003	93,195003	92,58
10/2/2025	PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO	PRLG16	BRPRLGDBS052	7810	2	1.060,599173	1.060,599173	1.060,599173	101,14
10/2/2025	PROJETO LAKE S.A	PRLK11	BRPRLKDBS005	550	2	1.063,151542	1.063,278128	1.063,404713	89,38
10/2/2025	PARANAIBA TRANSMISSORA DE ENERGIA S.A.	PRTE12	BRPRTEDBS019	411	2	675,395099	676,468280	677,373024	99,04
10/2/2025	QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.	QUAL16	BRQUALDBS032	5492	38	738,523154	742,839561	749,865416	96,62
10/2/2025	ACUCAREIRA QUATA S/A	QUAT13	BRQUATDBS043	118	7	1.073,961560	1.088,291356	1.091,431538	97,72
10/2/2025	ACUCAREIRA QUATA S/A	QUAT16	BRQUATDBS084	208	4	1.006,907444	1.006,914996	1.006,922548	99,21
10/2/2025	RIO ALTO STL HOLDING I S.A	RAHD11	BRRAHDDBS000	316	5	934,185736	938,871134	1.050,467751	80,97
10/2/2025	CONCESSIONARIA ROTA DO ATLANTICO S.A.	RATL11	BRRATLDBS008	20	1	1.030,937343	1.030,937343	1.030,937343	88,80
10/2/2025	LOJAS RIACHUELO S / A	RCHL14	BRRCHLDBS041	316	2	1.043,734872	1.043,760966	1.043,787060	100,90
10/2/2025	RDA IMPORTACAO EXPORTACAO E SERVICOS S.A.	RDAS11	BRRDASDBS007	60	5	347,673733	354,207066	354,673733	99,87
10/2/2025	RDA IMPORTACAO EXPORTACAO E SERVICOS S.A.	RDAS21	BRRDASDBS015	46	4	362,017795	363,159099	363,767795	99,83
10/2/2025	CONCESSIONARIA DO RODOANEL OESTE S/A	RDOE18	BRRDOEDBS0A5	64	3	967,534883	967,534883	967,534883	91,58
10/2/2025	REDE DOR SAO LUIZ S/A	RDORA5	BRRDORDBS0G7	1362	2	1.061,667269	1.061,667269	1.061,667269	101,88
10/2/2025	REDE DOR SAO LUIZ S/A	RDORB3	BRRDORDBS0E2	11838	11	1.048,631049	1.049,044654	1.049,458258	101,82
10/2/2025	REDE DOR SAO LUIZ S/A	RDORB9	BRRDORDBS0A0	96	14	1.082,559748	1.083,080581	1.083,601414	102,03
10/2/2025	REDE DOR SAO LUIZ S/A	RDORC9	BRRDORDBS0C6	1445	19	1.074,341338	1.081,897514	1.082,373202	101,91
10/2/2025	REDE DOR SAO LUIZ S/A	RDORD4	BRRDORDBS0S2	7058	2	1.025,817718	1.025,817718	1.025,817718	98,63
10/2/2025	RDVE SUBHOLDING S.A.	RDVE11	BRRDVEDBS003	92	4	1.139,300616	1.139,309161	1.139,317706	94,59
10/2/2025	PETRORECONCAVO S.A.	RECV11	BRRECVDBS005	634	8	997,144202	1.001,611264	1.035,359460	95,86
10/2/2025	PETRORECONCAVO S.A.	RECV21	BRRECVDBS013	292	18	937,275252	957,088930	979,973498	93,12
10/2/2025	LOCALIZA RENT A CAR S/A	RENTA5	BRRENTDBS0S0	3112	26	1.090,104660	1.090,770438	1.091,354571	102,24
10/2/2025	LOCALIZA RENT A CAR S/A	RENTD9	BRRENTDBS1A6	52836	14	1.046,141843	1.046,827995	1.046,884054	100,55
10/2/2025	LOCALIZA RENT A CAR S/A	RENTE9	BRRENTDBS1B4	6030	1	1.051,487400	1.051,487400	1.051,487400	100,91
10/2/2025	RAIZEN ENERGIA S/A	RESA14	BRRESADBS039	880	9	1.181,346729	1.190,014841	1.200,812448	87,09
10/2/2025	RAIZEN ENERGIA S/A	RESA15	BRRESADBS054	79	4	1.283,677820	1.283,677820	1.283,677820	95,21
10/2/2025	RAIZEN ENERGIA S/A	RESA17	BRRESADBS070	13512	36	1.097,994864	1.116,439520	1.135,486689	94,00
10/2/2025	RAIZEN ENERGIA S/A	RESA27	BRRESADBS088	65	7	1.069,594272	1.103,852521	1.114,246508	92,91
10/2/2025	RGE SUL DISTRIBUIDORA DE ENERGIA S/A	RIGEA3	BRAESLDBS0L7	24	2	1.058,510000	1.064,264850	1.070,019700	94,50
10/2/2025	RIO PARANA ENERGIA S/A	RIPR22	BRRIPRDBS030	1180	18	1.076,851991	1.076,851991	1.076,851991	86,45
10/2/2025	AGUAS DO RIO 4 SPE S.A	RIS412	BRRIS4DBS022	7826	8	9,651292	9,809221	10,062341	91,54
10/2/2025	AGUAS DO RIO 4 SPE S.A	RIS414	BRRIS4DBS055	340508	6	0,977246	1,004529	1,018716	94,27
10/2/2025	AGUAS DO RIO 4 SPE S.A	RIS422	BRRIS4DBS030	3383	5	8,916717	8,957932	9,602933	83,58
10/2/2025	AGUAS DO RIO 4 SPE S.A	RIS424	BRRIS4DBS063	1088253	15	0,926173	0,960775	1,032382	93,73
10/2/2025	AGUAS DO RIO 1 SPE S.A	RISP12	BRRISPDBS020	270744	9	9,642199	9,855162	10,168965	91,97
10/2/2025	AGUAS DO RIO 1 SPE S.A	RISP14	BRRISPDBS053	80801	3	0,964440	0,976258	0,983986	93,85
10/2/2025	AGUAS DO RIO 1 SPE S.A	RISP22	BRRISPDBS038	56116	11	8,916717	9,141698	9,718324	85,29
10/2/2025	AGUAS DO RIO 1 SPE S.A	RISP24	BRRISPDBS061	7525	3	0,926173	0,933308	0,996299	93,73
10/2/2025	BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.	RMSA12	BRRMSADBS024	127	5	1.130,835174	1.185,598271	1.204,135618	ND
10/2/2025	RANDON S.A. IMPLEMENTOS E  PARTICIPACOES	RNDNA0	BRRNDNDBS050	1152	2	1.043,706597	1.043,706597	1.043,706597	101,20
10/2/2025	CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.	RODT12	BRRODTDBS014	208	4	1.017,827783	1.017,835417	1.017,843051	93,53
10/2/2025	BRAVA ENERGIA S.A.	RRRP13	BRRRRPDBS056	147	11	1.038,362467	1.044,989230	1.053,655389	96,15
10/2/2025	BRAVA ENERGIA S.A.	RRRP14	BRRRRPDBS064	5436	2	1.017,063893	1.017,063893	1.017,063893	101,71
10/2/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN16	BRRSANDBS089	291	3	956,362751	989,363414	991,159334	94,76
10/2/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN26	BRRSANDBS097	259	6	1.004,401195	1.004,401195	1.004,401195	96,06
10/2/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN34	BRRSANDBS048	440	6	1.230,730947	1.230,730947	1.230,730947	95,43
10/2/2025	COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN	RSAN44	BRRSANDBS055	68	2	1.179,750766	1.180,038361	1.189,529001	91,31
10/2/2025	RUMO S.A.	RUMOA2	BRRAILDBS019	3424	3	1.295,297662	1.306,105905	1.306,181323	92,21
10/2/2025	RUMO S.A.	RUMOA3	BRRAILDBS035	413	10	1.201,859062	1.215,737633	1.219,892275	88,13
10/2/2025	RUMO S.A.	RUMOA4	BRRAILDBS050	1945	12	1.298,132265	1.328,146500	1.345,637120	97,29
10/2/2025	RUMO S.A.	RUMOA5	BRRAILDBS068	206	10	1.053,463208	1.084,461653	1.105,324178	84,26
10/2/2025	RUMO S.A.	RUMOA6	BRRAILDBS084	112	3	1.059,574766	1.059,574766	1.059,574766	85,04
10/2/2025	RUMO S.A.	RUMOB3	BRRAILDBS043	925	5	1.211,934608	1.220,616883	1.223,806360	88,46
10/2/2025	RUMO S.A.	RUMOB5	BRRAILDBS076	346	10	943,315037	972,043011	996,151717	75,48
10/2/2025	RUMO S.A.	RUMOB6	BRRAILDBS092	10	1	937,107015	937,107015	937,107015	75,21
10/2/2025	RUMO S.A.	RUMOB7	BRRAILDBS0B5	40	1	955,441057	955,441057	955,441057	88,72
10/2/2025	RIOMAIS SANEAMENTO BL3 S.A	SABP12	BRSABPDBS013	250	12	969,195741	1.000,126469	1.046,741032	87,06
10/2/2025	ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A	SAELA1	BRSAELDBS0E2	62	2	1.086,833547	1.086,833547	1.086,833547	93,36
10/2/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPR10	BRSAPRDBS0I4	38	1	12.820,498211	12.820,498211	12.820,498211	94,39
10/2/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPRA2	BRSAPRDBS0L8	346	6	1.130,745112	1.130,745112	1.130,745112	87,92
10/2/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPRA3	BRSAPRDBS0M6	40	4	1.124,780236	1.126,422655	1.128,065074	87,50
10/2/2025	COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR	SAPRB3	BRSAPRDBS0P9	706	9	1.160,748609	1.160,748609	1.160,748609	100,00
10/2/2025	SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A.	SAVI13	BRSVTRDBS033	1	1	659,836391	659,836391	659,836391	128,59
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPB6	BRSBSPDBS1J8	594	8	1.286,524037	1.288,727933	1.289,554394	93,81
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPC1	BRSBSPDBS1Y7	17650	6	1.079,290431	1.079,290431	1.079,290431	101,95
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPC4	BRSBSPDBS1E9	846	21	1.308,680946	1.316,462679	1.323,551888	94,60
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPC6	BRSBSPDBS1K6	40	3	1.242,802764	1.242,802764	1.242,802764	90,31
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPD3	BRSBSPDBS205	32160	6	987,284349	987,725125	988,165901	98,62
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPD4	BRSBSPDBS1F6	552	13	1.222,428568	1.232,654250	1.242,778333	88,49
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPD9	BRSBSPDBS1R1	546	14	1.025,645010	1.025,736585	1.025,828160	100,60
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPE3	BRSBSPDBS213	44141	142	991,168499	1.007,375389	1.049,993887	100,63
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPE9	BRSBSPDBS1S9	646	16	1.048,775639	1.075,731980	1.096,681067	91,14
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPF3	BRSBSPDBS221	20550	44	965,696509	983,202013	1.034,349398	98,22
10/2/2025	CIA SANEAMENTO BASICO EST. SP - SABESP	SBSPF9	BRSBSPDBS1T7	230	12	954,970000	972,908482	989,080000	82,41
10/2/2025	SUL CONCESSOES E PARTICIPACOES S/A	SCPT13	BRSCPTDBS011	204	4	1.031,166778	1.031,174512	1.031,182246	97,53
10/2/2025	SERRA DO MEL HOLDING S.A	SDMH11	BRSDMHDBS003	400	2	745,210946	745,322030	745,433113	80,79
10/2/2025	SERRA DO SERIDO F2 HOLDING S.A.	SERI11	BRSERIDBS008	88	3	995,909261	995,909261	995,909261	92,41
10/2/2025	SIMPAR S.A.	SIMH14	BRSIMHDBS051	3096	7	1.003,075185	1.006,583288	1.007,067999	99,64
10/2/2025	SIMPAR S.A.	SIMH16	BRSIMHDBS077	1713	36	902,332383	957,043023	975,257994	93,81
10/2/2025	SMARTFIT ESCOLA DE GINASTICA E DANCA S/A	SMFT18	BRSMFTDBS094	1034	14	1.065,692863	1.065,741219	1.065,789575	102,48
10/2/2025	SAO MARTINHO S/A	SMTO14	BRSMTODBS013	231	5	1.014,215884	1.058,336084	1.066,160179	92,20
10/2/2025	SAO MARTINHO S/A	SMTO24	BRSMTODBS021	114	3	980,128693	994,299921	994,425330	86,62
10/2/2025	SAO ROQUE ENERGETICA S.A.	SRQE11	BRSRQEDBS019	214	4	978,407488	978,414826	978,422164	93,61
10/2/2025	SANTOS BRASIL PARTICIPACOES S/A	STBP35	BRSTBPDBS070	562	9	927,498592	967,839485	1.002,406549	92,08
10/2/2025	SANTOS BRASIL PARTICIPACOES S/A	STBP45	BRSTBPDBS088	619	12	924,979418	947,688098	988,981744	90,11
10/2/2025	GIGA MAIS FIBRA TELECOMUNICACOES S.A.	SUMI17	BRSUMIDBS062	10	1	978,969789	978,969789	978,969789	95,39
10/2/2025	GIGA MAIS FIBRA TELECOMUNICACOES S.A.	SUMI18	BRSUMIDBS096	214	4	990,418216	990,425644	990,433072	96,05
10/2/2025	GIGA MAIS FIBRA TELECOMUNICACOES S.A.	SUMI37	BRSUMIDBS088	2	2	918,208434	930,077011	941,945587	90,61
10/2/2025	SUZANO S.A.	SUZB19	BRSUZBDBS051	100	2	1.004,691578	1.006,821329	1.008,951080	93,27
10/2/2025	SUZANO S.A.	SUZB29	BRSUZBDBS069	505	6	1.004,434977	1.012,232340	1.040,894871	93,74
10/2/2025	SUZANO S.A.	SUZBA0	BRSUZBDBS077	1586	25	973,011715	996,243425	1.032,725659	91,17
10/2/2025	SUZANO S.A.	SUZBC1	BRSUZBDBS0A3	2394	2	960,585605	961,040781	964,078202	91,90
10/2/2025	SOLVI ESSENCIS AMBIENTAL S.A.	SVEA22	BRSVEADBS015	462	2	909,257477	909,280209	909,302941	100,74
10/2/2025	TEREOS ACUCAR E ENERGIA BRASIL S.A.	TAEB15	BRACGUDBS008	1387	31	1.218,869668	1.233,967575	1.239,774459	98,70
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEE17	BRTAEEDBS0H3	378	20	1.276,960298	1.365,258392	1.403,233091	79,41
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEE26	BRTAEEDBS0G5	194	2	1.077,678188	1.097,432478	1.117,186768	80,04
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEA1	BRTAEEDBS0K7	2048	15	1.054,838285	1.058,921366	1.059,261086	102,83
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEA4	BRTAEEDBS0T8	25	1	950,089942	950,089942	950,089942	87,14
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEA7	BRTAEEDBS118	10829	10	976,652969	976,652969	976,652969	97,20
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEB2	BRTAEEDBS0P6	229	7	1.047,318823	1.059,285911	1.080,537754	93,00
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEC1	N/D	966	3	681,274179	681,362713	681,451246	101,25
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEC2	BRTAEEDBS0Q4	95	1	1.060,122696	1.060,122696	1.060,122696	93,04
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEEC4	BRTAEEDBS0V4	58	5	956,517284	992,433202	1.026,668470	90,89
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAEED2	BRTAEEDBS0R2	6	3	943,968890	986,781329	1.029,593768	86,57
10/2/2025	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	TAES15	BRTAEEDBS0E0	1679	26	726,524478	734,120086	736,266180	100,48
10/2/2025	TIBAGI ENERGIA SPE S/A	TBEG11	BRTBEGDBS004	26	1	921,256959	921,256959	921,256959	83,20
10/2/2025	ENGIE BRASIL ENERGIA SA	TBLE26	BREGIEDBS027	621	14	1.034,732619	1.035,387105	1.044,545544	98,87
10/2/2025	AES TUCANO HOLDING II S.A	TCII11	BRTCIIDBS009	1398	20	1.094,650000	1.101,530381	1.139,500000	87,06
10/2/2025	BRASIL TECNOLOGIA E PARTICIPACAO S.A.	TEPA12	BRTEPADBS015	79	3	1.034,162192	1.034,162192	1.034,162192	100,35
10/2/2025	BRASIL TECNOLOGIA E PARTICIPACAO S.A.	TEPA22	BRTEPADBS031	2	2	1.017,036345	1.021,736884	1.026,437423	101,10
10/2/2025	LOCALIZA FLEET S/A	TFLEA4	BRTFLEDBS0E6	1595	2	1.015,477937	1.015,477937	1.015,477937	100,99
10/2/2025	AES BRASIL OPERACOES S.A.	TIET18	BRTIETDBS0A3	40	1	886,631854	886,631854	886,631854	94,72
10/2/2025	AES BRASIL OPERACOES S.A.	TIET19	BRTIETDBS0B1	144476	44	1.052,981921	1.053,346995	1.053,775571	100,47
10/2/2025	AES BRASIL OPERACOES S.A.	TIET29	BRTIETDBS0C9	2460	26	1.293,336985	1.293,336985	1.293,336985	92,52
10/2/2025	AES BRASIL OPERACOES S.A.	TIET39	BRTIETDBS0D7	148	4	1.307,186119	1.323,120551	1.324,031090	92,46
10/2/2025	TIGRE S.A PARTICIPACOES	TIGR12	BRTIGRDBS027	462	2	1.011,509752	1.011,535040	1.011,560328	98,08
10/2/2025	TUCANO HOLDING III S.A	TNHL11	BRTNHLDBS002	378	12	1.116,706711	1.116,715086	1.116,723461	90,72
10/2/2025	MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A	TPNO13	BRTPNODBS025	20	2	948,820000	950,391658	951,963316	77,96
10/2/2025	CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA	TRPLA4	BRISAEDBS046	429	10	994,944184	1.008,413618	1.028,024684	93,04
10/2/2025	CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA	TRPLA7	BRISAEDBS0B3	11023	116	939,837360	964,782009	1.044,378342	93,17
10/2/2025	CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA	TRPLB4	BRISAEDBS053	144	6	951,130108	987,959611	1.024,956321	91,11
10/2/2025	CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA	TRPLB7	BRISAEDBS0C1	224	2	943,048863	943,055936	943,063009	91,10
10/2/2025	TRUSTHUB SECURITIZADORA S.A.	TRUH12	BRTRUHDBS038	4000	2	1.022,655714	1.022,680902	1.022,706089	102,27
10/2/2025	TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG	TSSG21	BRTSSGDBS016	668	8	963,265577	963,265577	963,265577	90,21
10/2/2025	UHE SAO SIMAO ENERGIA S/A	UHSM12	BRUHSMDBS023	430	3	1.032,340383	1.045,627923	1.047,297561	85,98
10/2/2025	UTE GNA I GERACAO DE ENERGIA S.A.	UNEG11	BRUNEGDBS007	161	12	969,805896	995,947089	1.048,111919	77,24
10/2/2025	UNIPAR CARBOCLORO S/A	UNIP17	BRUNIPDBS082	412	14	1.070,470308	1.070,591667	1.070,713026	102,72
10/2/2025	USINA SANTA ADELIA S.A.	USAS11	BRUSASDBS009	84	2	1.174,157972	1.175,378986	1.176,600000	98,69
10/2/2025	USINA CAETE   S.A.	USCA12	BRUSCADBS029	32	4	1.015,663854	1.015,663854	1.015,663854	97,74
10/2/2025	USINA CAETE   S.A.	USCA22	BRUSCADBS037	394	20	922,275706	951,470675	958,368292	93,30
10/2/2025	USINAS SIDERURGICAS DE MG S/A - USIMINAS	USIM29	BRUSIMDBS0A1	58	4	1.016,711951	1.016,869758	1.017,028569	99,42
10/2/2025	USINAS SIDERURGICAS DE MG S/A - USIMINAS	USIMA0	BRUSIMDBS0C7	3676	10	1.030,421964	1.031,160106	1.031,736739	98,48
10/2/2025	USINA SANTA FE S.A.	USNA12	BRUSNADBS000	214	4	986,040739	986,048134	986,055529	98,60
10/2/2025	USINA TERMELETRICA PAMPA SUL S.A.	UTPS12	BRUTPSDBS021	275	6	848,022907	855,165620	867,639997	94,22
10/2/2025	USINA TERMELETRICA PAMPA SUL S.A.	UTPS21	BRUTPSDBS013	6	2	1.295,677334	1.295,677334	1.295,677334	95,33
10/2/2025	USINA TERMELETRICA PAMPA SUL S.A.	UTPS22	BRUTPSDBS039	40	1	1.184,305928	1.184,305928	1.184,305928	89,00
10/2/2025	VALE S/A	VALE38	BRVALEDBS077	3	1	619,447374	619,447374	619,447374	184,19
10/2/2025	VALE S/A	VALEA0	BRVALEDBS002	68723	110	960,088799	980,354007	1.013,811000	95,35
10/2/2025	VALE S/A	VALEB0	BRVALEDBS0B3	49800	203	951,586322	976,479282	1.012,227000	94,96
10/2/2025	VALE S/A	VALEC0	BRVALEDBS0C1	13879	95	918,699676	963,817816	1.014,488405	93,74
10/2/2025	VAMOS LOCACAO DE CAMINHOES MAQUINAS E EQUIPAMENTOS S.A.	VAMO23	BRVAMODBS033	8	2	941,913498	944,265323	946,617147	92,41
10/2/2025	VAMOS LOCACAO DE CAMINHOES MAQUINAS E EQUIPAMENTOS S.A.	VAMO24	BRVAMODBS066	49	2	965,136706	965,335751	968,387767	92,41
10/2/2025	VAMOS LOCACAO DE CAMINHOES MAQUINAS E EQUIPAMENTOS S.A.	VAMO34	BRVAMODBS074	62	5	941,735424	942,907376	949,001527	77,92
10/2/2025	VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A.	VBRR11	BRVBCRDBS001	733	92	1.095,328274	1.125,201390	1.147,440907	97,24
10/2/2025	VOTORANTIM CIMENTOS S/A	VEBMA4	BRVEBMDBS099	1160	2	1.040,669576	1.040,669576	1.040,669576	101,12
10/2/2025	VERO S.A.	VERO12	BRVERODBS018	54	9	1.072,651140	1.097,431996	1.108,062469	98,44
10/2/2025	VERO S.A.	VERO13	BRVERODBS026	64	3	973,708347	1.004,003288	1.052,646964	93,82
10/2/2025	VERO S.A.	VERO14	BRVERODBS042	200	2	1.040,327209	1.040,793022	1.041,258835	99,96
10/2/2025	VERO S.A.	VERO23	BRVERODBS034	44	4	923,204550	929,519904	970,776523	88,57
10/2/2025	VERO S.A.	VERO24	BRVERODBS059	15	1	991,825180	991,825180	991,825180	ND
10/2/2025	VERO S.A.	VERO34	BRVERODBS067	664	4	975,770000	981,710114	987,650228	93,99
10/2/2025	VERO S.A.	VERO44	BRVERODBS075	577	4	972,934178	998,459468	1.008,286200	ND
10/2/2025	VIA BRASIL MT 320 CONCESSIONARIA DE RODOVIAS S/A	VIMT13	BRVIMTDBS019	88	3	940,762189	945,874809	950,987429	ND
10/2/2025	VIX LOGISTICA S/A	VIXL15	BRVIXLDBS054	23	1	1.051,989420	1.051,989420	1.051,989420	101,35
